sentence,event1,event2,signal,Doc name,Doc ID 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",completion,offer,schedule,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",scheduled,offer,schedule,wsj_0169.tml, WSJ891102-0021 
"A spokesman for the Stamford, Conn.based company said operations had a loss of $5.5 million for the quarter; in addition, the loss was magnified by nonrecurring charges totaling $23.5 million and $8.2 million in asset-valuation adjustments that he described as ""unusual."" ",loss,said,charge,wsj_0160.tml, WSJ891102-0031 
"A spokesman for the Stamford, Conn.based company said operations had a loss of $5.5 million for the quarter; in addition, the loss was magnified by nonrecurring charges totaling $23.5 million and $8.2 million in asset-valuation adjustments that he described as ""unusual."" ",loss,magnified,charge,wsj_0160.tml, WSJ891102-0031 
"A spokesman for the Stamford, Conn.based company said operations had a loss of $5.5 million for the quarter; in addition, the loss was magnified by nonrecurring charges totaling $23.5 million and $8.2 million in asset-valuation adjustments that he described as ""unusual."" ",said,magnified,charge,wsj_0160.tml, WSJ891102-0031 
"The charges were partly offset by a $2 million gain on the sale of investments of two joint ventures, he said.    ",sale,said,charge,wsj_0160.tml, WSJ891102-0031 
"The charges were partly offset by a $2 million gain on the sale of investments of two joint ventures, he said.    ",sale,offset,charge,wsj_0160.tml, WSJ891102-0031 
"The charges were partly offset by a $2 million gain on the sale of investments of two joint ventures, he said.    ",sale,gain,charge,wsj_0160.tml, WSJ891102-0031 
"The charges were partly offset by a $2 million gain on the sale of investments of two joint ventures, he said.    ",said,offset,charge,wsj_0160.tml, WSJ891102-0031 
"The charges were partly offset by a $2 million gain on the sale of investments of two joint ventures, he said.    ",said,gain,charge,wsj_0160.tml, WSJ891102-0031 
"The charges were partly offset by a $2 million gain on the sale of investments of two joint ventures, he said.    ",offset,gain,charge,wsj_0160.tml, WSJ891102-0031 
"Savin cited ""a general softening in the demand for office products in the market segments in which Savin competes."" ",cited,softening,demand,wsj_0160.tml, WSJ891102-0031 
"The Los Angeles thrift holding company said it had a loss of $92.2 million, or $6.98 a share, for the quarter ended Sept. 30. ",had,said,end,wsj_0325.tml, WSJ891101-0039 
The restructuring program  is designed  to increase the company's tangible capital ratio. ,ratio,designed,design,wsj_0325.tml, WSJ891101-0039 
The restructuring program  is designed  to increase the company's tangible capital ratio. ,ratio,increase,design,wsj_0325.tml, WSJ891101-0039 
The restructuring program  is designed  to increase the company's tangible capital ratio. ,ratio,program,design,wsj_0325.tml, WSJ891101-0039 
The restructuring program  is designed  to increase the company's tangible capital ratio. ,designed,increase,design,wsj_0325.tml, WSJ891101-0039 
The restructuring program  is designed  to increase the company's tangible capital ratio. ,designed,program,design,wsj_0325.tml, WSJ891101-0039 
The restructuring program  is designed  to increase the company's tangible capital ratio. ,increase,program,design,wsj_0325.tml, WSJ891101-0039 
"During the third quarter, the company charged about $46 million against earnings in reducing goodwill, added $20 million to its general loan loss reserves and established a $30 million reserve for its high-yield bond portfolio. ",added,reserve,charge,wsj_0325.tml, WSJ891101-0039 
"During the third quarter, the company charged about $46 million against earnings in reducing goodwill, added $20 million to its general loan loss reserves and established a $30 million reserve for its high-yield bond portfolio. ",added,charged,charge,wsj_0325.tml, WSJ891101-0039 
"During the third quarter, the company charged about $46 million against earnings in reducing goodwill, added $20 million to its general loan loss reserves and established a $30 million reserve for its high-yield bond portfolio. ",added,established,charge,wsj_0325.tml, WSJ891101-0039 
"During the third quarter, the company charged about $46 million against earnings in reducing goodwill, added $20 million to its general loan loss reserves and established a $30 million reserve for its high-yield bond portfolio. ",reserve,charged,charge,wsj_0325.tml, WSJ891101-0039 
"During the third quarter, the company charged about $46 million against earnings in reducing goodwill, added $20 million to its general loan loss reserves and established a $30 million reserve for its high-yield bond portfolio. ",reserve,established,charge,wsj_0325.tml, WSJ891101-0039 
"During the third quarter, the company charged about $46 million against earnings in reducing goodwill, added $20 million to its general loan loss reserves and established a $30 million reserve for its high-yield bond portfolio. ",charged,established,charge,wsj_0325.tml, WSJ891101-0039 
"Ted Eubank, Coda's president, said the loan carries an interest rate of prime plus one percentage point, with 85% of the company's net oil and gas revenue each month dedicated to repayment. ",dedicated,said,point,wsj_0329.tml, WSJ891101-0035 
"Nashua Corp., rumored a potential takeover target for six months, said that a Dutch company has sought U.S. approval to buy up to 25% of Nashua's shares.    ",sought,rumored,seek,wsj_0520.tml, WSJ891030-0181 
"Nashua Corp., rumored a potential takeover target for six months, said that a Dutch company has sought U.S. approval to buy up to 25% of Nashua's shares.    ",sought,approval,seek,wsj_0520.tml, WSJ891030-0181 
"Nashua Corp., rumored a potential takeover target for six months, said that a Dutch company has sought U.S. approval to buy up to 25% of Nashua's shares.    ",sought,said,seek,wsj_0520.tml, WSJ891030-0181 
"Nashua Corp., rumored a potential takeover target for six months, said that a Dutch company has sought U.S. approval to buy up to 25% of Nashua's shares.    ",sought,buy,seek,wsj_0520.tml, WSJ891030-0181 
"Nashua Corp., rumored a potential takeover target for six months, said that a Dutch company has sought U.S. approval to buy up to 25% of Nashua's shares.    ",rumored,approval,seek,wsj_0520.tml, WSJ891030-0181 
"Nashua Corp., rumored a potential takeover target for six months, said that a Dutch company has sought U.S. approval to buy up to 25% of Nashua's shares.    ",rumored,said,seek,wsj_0520.tml, WSJ891030-0181 
"Nashua Corp., rumored a potential takeover target for six months, said that a Dutch company has sought U.S. approval to buy up to 25% of Nashua's shares.    ",rumored,buy,seek,wsj_0520.tml, WSJ891030-0181 
"Nashua Corp., rumored a potential takeover target for six months, said that a Dutch company has sought U.S. approval to buy up to 25% of Nashua's shares.    ",approval,said,seek,wsj_0520.tml, WSJ891030-0181 
"Nashua Corp., rumored a potential takeover target for six months, said that a Dutch company has sought U.S. approval to buy up to 25% of Nashua's shares.    ",approval,buy,seek,wsj_0520.tml, WSJ891030-0181 
"Nashua Corp., rumored a potential takeover target for six months, said that a Dutch company has sought U.S. approval to buy up to 25% of Nashua's shares.    ",said,buy,seek,wsj_0520.tml, WSJ891030-0181 
"Nashua Corp., rumored a potential takeover target for six months, said that a Dutch company has sought U.S. approval to buy up to 25% of Nashua's shares.    ",sought,rumored,target,wsj_0520.tml, WSJ891030-0181 
"Nashua Corp., rumored a potential takeover target for six months, said that a Dutch company has sought U.S. approval to buy up to 25% of Nashua's shares.    ",sought,approval,target,wsj_0520.tml, WSJ891030-0181 
"Nashua Corp., rumored a potential takeover target for six months, said that a Dutch company has sought U.S. approval to buy up to 25% of Nashua's shares.    ",sought,said,target,wsj_0520.tml, WSJ891030-0181 
"Nashua Corp., rumored a potential takeover target for six months, said that a Dutch company has sought U.S. approval to buy up to 25% of Nashua's shares.    ",sought,buy,target,wsj_0520.tml, WSJ891030-0181 
"Nashua Corp., rumored a potential takeover target for six months, said that a Dutch company has sought U.S. approval to buy up to 25% of Nashua's shares.    ",rumored,approval,target,wsj_0520.tml, WSJ891030-0181 
"Nashua Corp., rumored a potential takeover target for six months, said that a Dutch company has sought U.S. approval to buy up to 25% of Nashua's shares.    ",rumored,said,target,wsj_0520.tml, WSJ891030-0181 
"Nashua Corp., rumored a potential takeover target for six months, said that a Dutch company has sought U.S. approval to buy up to 25% of Nashua's shares.    ",rumored,buy,target,wsj_0520.tml, WSJ891030-0181 
"Nashua Corp., rumored a potential takeover target for six months, said that a Dutch company has sought U.S. approval to buy up to 25% of Nashua's shares.    ",approval,said,target,wsj_0520.tml, WSJ891030-0181 
"Nashua Corp., rumored a potential takeover target for six months, said that a Dutch company has sought U.S. approval to buy up to 25% of Nashua's shares.    ",approval,buy,target,wsj_0520.tml, WSJ891030-0181 
"Nashua Corp., rumored a potential takeover target for six months, said that a Dutch company has sought U.S. approval to buy up to 25% of Nashua's shares.    ",said,buy,target,wsj_0520.tml, WSJ891030-0181 
"Nashua immediately responded by strengthening a poison-pill plan and saying it will buy back up to one million of its shares, or 10.4% of the 9.6 million outstanding.    ",saying,strengthening,plan,wsj_0520.tml, WSJ891030-0181 
"Nashua immediately responded by strengthening a poison-pill plan and saying it will buy back up to one million of its shares, or 10.4% of the 9.6 million outstanding.    ",saying,responded,plan,wsj_0520.tml, WSJ891030-0181 
"Nashua immediately responded by strengthening a poison-pill plan and saying it will buy back up to one million of its shares, or 10.4% of the 9.6 million outstanding.    ",saying,buy,plan,wsj_0520.tml, WSJ891030-0181 
"Nashua immediately responded by strengthening a poison-pill plan and saying it will buy back up to one million of its shares, or 10.4% of the 9.6 million outstanding.    ",strengthening,responded,plan,wsj_0520.tml, WSJ891030-0181 
"Nashua immediately responded by strengthening a poison-pill plan and saying it will buy back up to one million of its shares, or 10.4% of the 9.6 million outstanding.    ",strengthening,buy,plan,wsj_0520.tml, WSJ891030-0181 
"Nashua immediately responded by strengthening a poison-pill plan and saying it will buy back up to one million of its shares, or 10.4% of the 9.6 million outstanding.    ",responded,buy,plan,wsj_0520.tml, WSJ891030-0181 
"Mr. Junius said Nashua's ""intention is to remain an independent public company."" ",remain,intention,intention,wsj_0520.tml, WSJ891030-0181 
"Mr. Junius said Nashua's ""intention is to remain an independent public company."" ",remain,said,intention,wsj_0520.tml, WSJ891030-0181 
"Mr. Junius said Nashua's ""intention is to remain an independent public company."" ",intention,said,intention,wsj_0520.tml, WSJ891030-0181 
The company said it amended its shareholder rights plan by reducing to 10% from 20% the level of ownership by an outsider that would trigger the issuance to other holders of rights to buy additional shares of Nashua common at half price.    ,amended,reducing,plan,wsj_0520.tml, WSJ891030-0181 
The company said it amended its shareholder rights plan by reducing to 10% from 20% the level of ownership by an outsider that would trigger the issuance to other holders of rights to buy additional shares of Nashua common at half price.    ,amended,said,plan,wsj_0520.tml, WSJ891030-0181 
The company said it amended its shareholder rights plan by reducing to 10% from 20% the level of ownership by an outsider that would trigger the issuance to other holders of rights to buy additional shares of Nashua common at half price.    ,reducing,said,plan,wsj_0520.tml, WSJ891030-0181 
"Oshkosh Truck Corp., Oshkosh, Wis., estimated earnings for its fourth quarter ended Sept. 30 fell 50% to 75% below the year-earlier $4.5 million, or 51 cents a share.    ",fell,estimated,end,wsj_0136.tml, WSJ891102-0055 
"Automatic Data Processing Inc. plans to redeem on Nov. 16 its $150 million of 6.5% convertible subordinated debentures due March 1, 2011.    ",due,redeem,plan,wsj_0541.tml, WSJ891030-0160 
"Automatic Data Processing Inc. plans to redeem on Nov. 16 its $150 million of 6.5% convertible subordinated debentures due March 1, 2011.    ",due,plans,plan,wsj_0541.tml, WSJ891030-0160 
"Automatic Data Processing Inc. plans to redeem on Nov. 16 its $150 million of 6.5% convertible subordinated debentures due March 1, 2011.    ",redeem,plans,plan,wsj_0541.tml, WSJ891030-0160 
"Valley Federal Savings amp Loan Association took an $89.9 million charge as it reported a third-quarter loss of $70.7 million, or $12.09 a share.    ",loss,took,charge,wsj_0171.tml, WSJ891102-0019 
"Valley Federal Savings amp Loan Association took an $89.9 million charge as it reported a third-quarter loss of $70.7 million, or $12.09 a share.    ",loss,charge,charge,wsj_0171.tml, WSJ891102-0019 
"Valley Federal Savings amp Loan Association took an $89.9 million charge as it reported a third-quarter loss of $70.7 million, or $12.09 a share.    ",loss,reported,charge,wsj_0171.tml, WSJ891102-0019 
"Valley Federal Savings amp Loan Association took an $89.9 million charge as it reported a third-quarter loss of $70.7 million, or $12.09 a share.    ",took,charge,charge,wsj_0171.tml, WSJ891102-0019 
"Valley Federal Savings amp Loan Association took an $89.9 million charge as it reported a third-quarter loss of $70.7 million, or $12.09 a share.    ",took,reported,charge,wsj_0171.tml, WSJ891102-0019 
"Valley Federal Savings amp Loan Association took an $89.9 million charge as it reported a third-quarter loss of $70.7 million, or $12.09 a share.    ",charge,reported,charge,wsj_0171.tml, WSJ891102-0019 
"The bulk of the pretax charge is a $62 million write-off of capitalized servicing at the mobile home financing subsidiary, which the company said had been a big drain on earnings. ",charge,earnings,charge,wsj_0171.tml, WSJ891102-0019 
"The bulk of the pretax charge is a $62 million write-off of capitalized servicing at the mobile home financing subsidiary, which the company said had been a big drain on earnings. ",charge,drain,charge,wsj_0171.tml, WSJ891102-0019 
"The bulk of the pretax charge is a $62 million write-off of capitalized servicing at the mobile home financing subsidiary, which the company said had been a big drain on earnings. ",charge,write-off,charge,wsj_0171.tml, WSJ891102-0019 
"The bulk of the pretax charge is a $62 million write-off of capitalized servicing at the mobile home financing subsidiary, which the company said had been a big drain on earnings. ",charge,said,charge,wsj_0171.tml, WSJ891102-0019 
"The bulk of the pretax charge is a $62 million write-off of capitalized servicing at the mobile home financing subsidiary, which the company said had been a big drain on earnings. ",earnings,drain,charge,wsj_0171.tml, WSJ891102-0019 
"The bulk of the pretax charge is a $62 million write-off of capitalized servicing at the mobile home financing subsidiary, which the company said had been a big drain on earnings. ",earnings,write-off,charge,wsj_0171.tml, WSJ891102-0019 
"The bulk of the pretax charge is a $62 million write-off of capitalized servicing at the mobile home financing subsidiary, which the company said had been a big drain on earnings. ",earnings,said,charge,wsj_0171.tml, WSJ891102-0019 
"The bulk of the pretax charge is a $62 million write-off of capitalized servicing at the mobile home financing subsidiary, which the company said had been a big drain on earnings. ",drain,write-off,charge,wsj_0171.tml, WSJ891102-0019 
"The bulk of the pretax charge is a $62 million write-off of capitalized servicing at the mobile home financing subsidiary, which the company said had been a big drain on earnings. ",drain,said,charge,wsj_0171.tml, WSJ891102-0019 
"The bulk of the pretax charge is a $62 million write-off of capitalized servicing at the mobile home financing subsidiary, which the company said had been a big drain on earnings. ",write-off,said,charge,wsj_0171.tml, WSJ891102-0019 
"The thrift said that ""after these charges and assuming no dramatic fluctuation in interest rates, the association expects  to achieve near record earnings in 1990.""    ",fluctuation,achieve,charge,wsj_0171.tml, WSJ891102-0019 
"The thrift said that ""after these charges and assuming no dramatic fluctuation in interest rates, the association expects  to achieve near record earnings in 1990.""    ",fluctuation,assuming,charge,wsj_0171.tml, WSJ891102-0019 
"The thrift said that ""after these charges and assuming no dramatic fluctuation in interest rates, the association expects  to achieve near record earnings in 1990.""    ",fluctuation,earnings,charge,wsj_0171.tml, WSJ891102-0019 
"The thrift said that ""after these charges and assuming no dramatic fluctuation in interest rates, the association expects  to achieve near record earnings in 1990.""    ",fluctuation,charges,charge,wsj_0171.tml, WSJ891102-0019 
"The thrift said that ""after these charges and assuming no dramatic fluctuation in interest rates, the association expects  to achieve near record earnings in 1990.""    ",fluctuation,expects,charge,wsj_0171.tml, WSJ891102-0019 
"The thrift said that ""after these charges and assuming no dramatic fluctuation in interest rates, the association expects  to achieve near record earnings in 1990.""    ",fluctuation,said,charge,wsj_0171.tml, WSJ891102-0019 
"The thrift said that ""after these charges and assuming no dramatic fluctuation in interest rates, the association expects  to achieve near record earnings in 1990.""    ",achieve,assuming,charge,wsj_0171.tml, WSJ891102-0019 
"The thrift said that ""after these charges and assuming no dramatic fluctuation in interest rates, the association expects  to achieve near record earnings in 1990.""    ",achieve,earnings,charge,wsj_0171.tml, WSJ891102-0019 
"The thrift said that ""after these charges and assuming no dramatic fluctuation in interest rates, the association expects  to achieve near record earnings in 1990.""    ",achieve,charges,charge,wsj_0171.tml, WSJ891102-0019 
"The thrift said that ""after these charges and assuming no dramatic fluctuation in interest rates, the association expects  to achieve near record earnings in 1990.""    ",achieve,expects,charge,wsj_0171.tml, WSJ891102-0019 
"The thrift said that ""after these charges and assuming no dramatic fluctuation in interest rates, the association expects  to achieve near record earnings in 1990.""    ",achieve,said,charge,wsj_0171.tml, WSJ891102-0019 
"The thrift said that ""after these charges and assuming no dramatic fluctuation in interest rates, the association expects  to achieve near record earnings in 1990.""    ",assuming,earnings,charge,wsj_0171.tml, WSJ891102-0019 
"The thrift said that ""after these charges and assuming no dramatic fluctuation in interest rates, the association expects  to achieve near record earnings in 1990.""    ",assuming,charges,charge,wsj_0171.tml, WSJ891102-0019 
"The thrift said that ""after these charges and assuming no dramatic fluctuation in interest rates, the association expects  to achieve near record earnings in 1990.""    ",assuming,expects,charge,wsj_0171.tml, WSJ891102-0019 
"The thrift said that ""after these charges and assuming no dramatic fluctuation in interest rates, the association expects  to achieve near record earnings in 1990.""    ",assuming,said,charge,wsj_0171.tml, WSJ891102-0019 
"The thrift said that ""after these charges and assuming no dramatic fluctuation in interest rates, the association expects  to achieve near record earnings in 1990.""    ",earnings,charges,charge,wsj_0171.tml, WSJ891102-0019 
"The thrift said that ""after these charges and assuming no dramatic fluctuation in interest rates, the association expects  to achieve near record earnings in 1990.""    ",earnings,expects,charge,wsj_0171.tml, WSJ891102-0019 
"The thrift said that ""after these charges and assuming no dramatic fluctuation in interest rates, the association expects  to achieve near record earnings in 1990.""    ",earnings,said,charge,wsj_0171.tml, WSJ891102-0019 
"The thrift said that ""after these charges and assuming no dramatic fluctuation in interest rates, the association expects  to achieve near record earnings in 1990.""    ",charges,expects,charge,wsj_0171.tml, WSJ891102-0019 
"The thrift said that ""after these charges and assuming no dramatic fluctuation in interest rates, the association expects  to achieve near record earnings in 1990.""    ",charges,said,charge,wsj_0171.tml, WSJ891102-0019 
"The thrift said that ""after these charges and assuming no dramatic fluctuation in interest rates, the association expects  to achieve near record earnings in 1990.""    ",expects,said,charge,wsj_0171.tml, WSJ891102-0019 
ROGERS COMMUNICATIONS Inc. said it plans to raise 175 million to 180 million Canadian dollars (US$148.9 million to $153.3 million) through a private placement of perpetual preferred shares. ,raise,placement,plan,wsj_0106.tml, WSJ891102-0086 
ROGERS COMMUNICATIONS Inc. said it plans to raise 175 million to 180 million Canadian dollars (US$148.9 million to $153.3 million) through a private placement of perpetual preferred shares. ,raise,said,plan,wsj_0106.tml, WSJ891102-0086 
ROGERS COMMUNICATIONS Inc. said it plans to raise 175 million to 180 million Canadian dollars (US$148.9 million to $153.3 million) through a private placement of perpetual preferred shares. ,raise,plans,plan,wsj_0106.tml, WSJ891102-0086 
ROGERS COMMUNICATIONS Inc. said it plans to raise 175 million to 180 million Canadian dollars (US$148.9 million to $153.3 million) through a private placement of perpetual preferred shares. ,placement,said,plan,wsj_0106.tml, WSJ891102-0086 
ROGERS COMMUNICATIONS Inc. said it plans to raise 175 million to 180 million Canadian dollars (US$148.9 million to $153.3 million) through a private placement of perpetual preferred shares. ,placement,plans,plan,wsj_0106.tml, WSJ891102-0086 
ROGERS COMMUNICATIONS Inc. said it plans to raise 175 million to 180 million Canadian dollars (US$148.9 million to $153.3 million) through a private placement of perpetual preferred shares. ,said,plans,plan,wsj_0106.tml, WSJ891102-0086 
"The quarter-to-quarter comparison was also enhanced by charges taken in the year-earlier period, including $11 million related to the modernization of a pulp and newsprint mill in Alabama. ",taken,enhanced,charge,wsj_0292.tml, WSJ891101-0072 
"The quarter-to-quarter comparison was also enhanced by charges taken in the year-earlier period, including $11 million related to the modernization of a pulp and newsprint mill in Alabama. ",taken,charges,charge,wsj_0292.tml, WSJ891101-0072 
"The quarter-to-quarter comparison was also enhanced by charges taken in the year-earlier period, including $11 million related to the modernization of a pulp and newsprint mill in Alabama. ",taken,modernization,charge,wsj_0292.tml, WSJ891101-0072 
"The quarter-to-quarter comparison was also enhanced by charges taken in the year-earlier period, including $11 million related to the modernization of a pulp and newsprint mill in Alabama. ",enhanced,charges,charge,wsj_0292.tml, WSJ891101-0072 
"The quarter-to-quarter comparison was also enhanced by charges taken in the year-earlier period, including $11 million related to the modernization of a pulp and newsprint mill in Alabama. ",enhanced,modernization,charge,wsj_0292.tml, WSJ891101-0072 
"The quarter-to-quarter comparison was also enhanced by charges taken in the year-earlier period, including $11 million related to the modernization of a pulp and newsprint mill in Alabama. ",charges,modernization,charge,wsj_0292.tml, WSJ891101-0072 
"The Oklahoma City energy and defense concern said it will record a $7.5 million reserve for its defense group, including a $4.7 million charge related to problems under a fixed-price development contract and $2.8 million in overhead costs that wo n't be reimbursed.    ",costs,charge,charge,wsj_0161.tml, WSJ891102-0030 
"The Oklahoma City energy and defense concern said it will record a $7.5 million reserve for its defense group, including a $4.7 million charge related to problems under a fixed-price development contract and $2.8 million in overhead costs that wo n't be reimbursed.    ",costs,reserve,charge,wsj_0161.tml, WSJ891102-0030 
"The Oklahoma City energy and defense concern said it will record a $7.5 million reserve for its defense group, including a $4.7 million charge related to problems under a fixed-price development contract and $2.8 million in overhead costs that wo n't be reimbursed.    ",costs,reimbursed,charge,wsj_0161.tml, WSJ891102-0030 
"The Oklahoma City energy and defense concern said it will record a $7.5 million reserve for its defense group, including a $4.7 million charge related to problems under a fixed-price development contract and $2.8 million in overhead costs that wo n't be reimbursed.    ",costs,record,charge,wsj_0161.tml, WSJ891102-0030 
"The Oklahoma City energy and defense concern said it will record a $7.5 million reserve for its defense group, including a $4.7 million charge related to problems under a fixed-price development contract and $2.8 million in overhead costs that wo n't be reimbursed.    ",costs,said,charge,wsj_0161.tml, WSJ891102-0030 
"The Oklahoma City energy and defense concern said it will record a $7.5 million reserve for its defense group, including a $4.7 million charge related to problems under a fixed-price development contract and $2.8 million in overhead costs that wo n't be reimbursed.    ",charge,reserve,charge,wsj_0161.tml, WSJ891102-0030 
"The Oklahoma City energy and defense concern said it will record a $7.5 million reserve for its defense group, including a $4.7 million charge related to problems under a fixed-price development contract and $2.8 million in overhead costs that wo n't be reimbursed.    ",charge,reimbursed,charge,wsj_0161.tml, WSJ891102-0030 
"The Oklahoma City energy and defense concern said it will record a $7.5 million reserve for its defense group, including a $4.7 million charge related to problems under a fixed-price development contract and $2.8 million in overhead costs that wo n't be reimbursed.    ",charge,record,charge,wsj_0161.tml, WSJ891102-0030 
"The Oklahoma City energy and defense concern said it will record a $7.5 million reserve for its defense group, including a $4.7 million charge related to problems under a fixed-price development contract and $2.8 million in overhead costs that wo n't be reimbursed.    ",charge,said,charge,wsj_0161.tml, WSJ891102-0030 
"The Oklahoma City energy and defense concern said it will record a $7.5 million reserve for its defense group, including a $4.7 million charge related to problems under a fixed-price development contract and $2.8 million in overhead costs that wo n't be reimbursed.    ",reserve,reimbursed,charge,wsj_0161.tml, WSJ891102-0030 
"The Oklahoma City energy and defense concern said it will record a $7.5 million reserve for its defense group, including a $4.7 million charge related to problems under a fixed-price development contract and $2.8 million in overhead costs that wo n't be reimbursed.    ",reserve,record,charge,wsj_0161.tml, WSJ891102-0030 
"The Oklahoma City energy and defense concern said it will record a $7.5 million reserve for its defense group, including a $4.7 million charge related to problems under a fixed-price development contract and $2.8 million in overhead costs that wo n't be reimbursed.    ",reserve,said,charge,wsj_0161.tml, WSJ891102-0030 
"The Oklahoma City energy and defense concern said it will record a $7.5 million reserve for its defense group, including a $4.7 million charge related to problems under a fixed-price development contract and $2.8 million in overhead costs that wo n't be reimbursed.    ",reimbursed,record,charge,wsj_0161.tml, WSJ891102-0030 
"The Oklahoma City energy and defense concern said it will record a $7.5 million reserve for its defense group, including a $4.7 million charge related to problems under a fixed-price development contract and $2.8 million in overhead costs that wo n't be reimbursed.    ",reimbursed,said,charge,wsj_0161.tml, WSJ891102-0030 
"The Oklahoma City energy and defense concern said it will record a $7.5 million reserve for its defense group, including a $4.7 million charge related to problems under a fixed-price development contract and $2.8 million in overhead costs that wo n't be reimbursed.    ",record,said,charge,wsj_0161.tml, WSJ891102-0030 
Courtaulds PLC announced plans to spin off its textiles operations to existing shareholders in a restructuring to boost shareholder value.    ,restructuring,plans,plan,wsj_0376.tml, WSJ891031-0138 
Courtaulds PLC announced plans to spin off its textiles operations to existing shareholders in a restructuring to boost shareholder value.    ,restructuring,announced,plan,wsj_0376.tml, WSJ891031-0138 
Courtaulds PLC announced plans to spin off its textiles operations to existing shareholders in a restructuring to boost shareholder value.    ,restructuring,spin,plan,wsj_0376.tml, WSJ891031-0138 
Courtaulds PLC announced plans to spin off its textiles operations to existing shareholders in a restructuring to boost shareholder value.    ,restructuring,boost,plan,wsj_0376.tml, WSJ891031-0138 
Courtaulds PLC announced plans to spin off its textiles operations to existing shareholders in a restructuring to boost shareholder value.    ,plans,announced,plan,wsj_0376.tml, WSJ891031-0138 
Courtaulds PLC announced plans to spin off its textiles operations to existing shareholders in a restructuring to boost shareholder value.    ,plans,spin,plan,wsj_0376.tml, WSJ891031-0138 
Courtaulds PLC announced plans to spin off its textiles operations to existing shareholders in a restructuring to boost shareholder value.    ,plans,boost,plan,wsj_0376.tml, WSJ891031-0138 
Courtaulds PLC announced plans to spin off its textiles operations to existing shareholders in a restructuring to boost shareholder value.    ,announced,spin,plan,wsj_0376.tml, WSJ891031-0138 
Courtaulds PLC announced plans to spin off its textiles operations to existing shareholders in a restructuring to boost shareholder value.    ,announced,boost,plan,wsj_0376.tml, WSJ891031-0138 
Courtaulds PLC announced plans to spin off its textiles operations to existing shareholders in a restructuring to boost shareholder value.    ,spin,boost,plan,wsj_0376.tml, WSJ891031-0138 
"The British chemical and textile company's plan, which requires shareholder approval, would create a new, listed U.K. stock with a probable market capitalization between #300 million ($473 million) and #400 million, analysts said. ",create,said,plan,wsj_0376.tml, WSJ891031-0138 
"Courtaulds' restructuring is among the largest thus far in Britain, though it is dwarfed by B.A.T Industries PLC's plans to spin roughly off #4 billion in assets to help fend off a takeover bid from Anglo-French financier Sir James Goldsmith. ",restructuring,help,plan,wsj_0376.tml, WSJ891031-0138 
"Courtaulds' restructuring is among the largest thus far in Britain, though it is dwarfed by B.A.T Industries PLC's plans to spin roughly off #4 billion in assets to help fend off a takeover bid from Anglo-French financier Sir James Goldsmith. ",restructuring,plans,plan,wsj_0376.tml, WSJ891031-0138 
