sentence,event1,event2,signal,Doc name,Doc ID 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",has,acceptances,by ,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",has,offer,by ,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",has,scheduled,by ,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",has,completion,by ,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",sweetened,acceptances,by ,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",sweetened,offer,by ,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",sweetened,scheduled,by ,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",sweetened,completion,by ,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",acceptances,offer,by ,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",acceptances,scheduled,by ,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",acceptances,completion,by ,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",offer,scheduled,by ,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",offer,completion,by ,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",scheduled,completion,by ,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",has,sweetened,by,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",has,acceptances,by,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",has,offer,by,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",has,scheduled,by,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",has,completion,by,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",sweetened,acceptances,by,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",sweetened,offer,by,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",sweetened,scheduled,by,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",sweetened,completion,by,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",acceptances,offer,by,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",acceptances,scheduled,by,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",acceptances,completion,by,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",offer,scheduled,by,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",offer,completion,by,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",scheduled,completion,by,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",has,sweetened,from,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",has,acceptances,from,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",has,offer,from,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",has,scheduled,from,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",has,completion,from,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",sweetened,acceptances,from,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",sweetened,offer,from,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",sweetened,scheduled,from,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",sweetened,completion,from,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",acceptances,offer,from,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",acceptances,scheduled,from,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",acceptances,completion,from,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",offer,scheduled,from,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",offer,completion,from,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",scheduled,completion,from,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",has,sweetened,have,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",has,acceptances,have,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",has,offer,have,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",has,scheduled,have,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",has,completion,have,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",sweetened,acceptances,have,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",sweetened,offer,have,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",sweetened,scheduled,have,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",sweetened,completion,have,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",acceptances,offer,have,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",acceptances,scheduled,have,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",acceptances,completion,have,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",offer,scheduled,have,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",offer,completion,have,wsj_0169.tml, WSJ891102-0021 
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.    ",scheduled,completion,have,wsj_0169.tml, WSJ891102-0021 
"A spokesman for the Stamford, Conn.based company said operations had a loss of $5.5 million for the quarter; in addition, the loss was magnified by nonrecurring charges totaling $23.5 million and $8.2 million in asset-valuation adjustments that he described as ""unusual."" ",loss,said,as,wsj_0160.tml, WSJ891102-0031 
"A spokesman for the Stamford, Conn.based company said operations had a loss of $5.5 million for the quarter; in addition, the loss was magnified by nonrecurring charges totaling $23.5 million and $8.2 million in asset-valuation adjustments that he described as ""unusual."" ",loss,magnified,as,wsj_0160.tml, WSJ891102-0031 
"A spokesman for the Stamford, Conn.based company said operations had a loss of $5.5 million for the quarter; in addition, the loss was magnified by nonrecurring charges totaling $23.5 million and $8.2 million in asset-valuation adjustments that he described as ""unusual."" ",said,magnified,as,wsj_0160.tml, WSJ891102-0031 
"A spokesman for the Stamford, Conn.based company said operations had a loss of $5.5 million for the quarter; in addition, the loss was magnified by nonrecurring charges totaling $23.5 million and $8.2 million in asset-valuation adjustments that he described as ""unusual."" ",loss,said,by ,wsj_0160.tml, WSJ891102-0031 
"A spokesman for the Stamford, Conn.based company said operations had a loss of $5.5 million for the quarter; in addition, the loss was magnified by nonrecurring charges totaling $23.5 million and $8.2 million in asset-valuation adjustments that he described as ""unusual."" ",loss,magnified,by ,wsj_0160.tml, WSJ891102-0031 
"A spokesman for the Stamford, Conn.based company said operations had a loss of $5.5 million for the quarter; in addition, the loss was magnified by nonrecurring charges totaling $23.5 million and $8.2 million in asset-valuation adjustments that he described as ""unusual."" ",said,magnified,by ,wsj_0160.tml, WSJ891102-0031 
"A spokesman for the Stamford, Conn.based company said operations had a loss of $5.5 million for the quarter; in addition, the loss was magnified by nonrecurring charges totaling $23.5 million and $8.2 million in asset-valuation adjustments that he described as ""unusual."" ",loss,said,by,wsj_0160.tml, WSJ891102-0031 
"A spokesman for the Stamford, Conn.based company said operations had a loss of $5.5 million for the quarter; in addition, the loss was magnified by nonrecurring charges totaling $23.5 million and $8.2 million in asset-valuation adjustments that he described as ""unusual."" ",loss,magnified,by,wsj_0160.tml, WSJ891102-0031 
"A spokesman for the Stamford, Conn.based company said operations had a loss of $5.5 million for the quarter; in addition, the loss was magnified by nonrecurring charges totaling $23.5 million and $8.2 million in asset-valuation adjustments that he described as ""unusual."" ",said,magnified,by,wsj_0160.tml, WSJ891102-0031 
"A spokesman for the Stamford, Conn.based company said operations had a loss of $5.5 million for the quarter; in addition, the loss was magnified by nonrecurring charges totaling $23.5 million and $8.2 million in asset-valuation adjustments that he described as ""unusual."" ",loss,said,have,wsj_0160.tml, WSJ891102-0031 
"A spokesman for the Stamford, Conn.based company said operations had a loss of $5.5 million for the quarter; in addition, the loss was magnified by nonrecurring charges totaling $23.5 million and $8.2 million in asset-valuation adjustments that he described as ""unusual."" ",loss,magnified,have,wsj_0160.tml, WSJ891102-0031 
"A spokesman for the Stamford, Conn.based company said operations had a loss of $5.5 million for the quarter; in addition, the loss was magnified by nonrecurring charges totaling $23.5 million and $8.2 million in asset-valuation adjustments that he described as ""unusual."" ",said,magnified,have,wsj_0160.tml, WSJ891102-0031 
"The charges were partly offset by a $2 million gain on the sale of investments of two joint ventures, he said.    ",gain,said,by ,wsj_0160.tml, WSJ891102-0031 
"The charges were partly offset by a $2 million gain on the sale of investments of two joint ventures, he said.    ",gain,sale,by ,wsj_0160.tml, WSJ891102-0031 
"The charges were partly offset by a $2 million gain on the sale of investments of two joint ventures, he said.    ",gain,offset,by ,wsj_0160.tml, WSJ891102-0031 
"The charges were partly offset by a $2 million gain on the sale of investments of two joint ventures, he said.    ",said,sale,by ,wsj_0160.tml, WSJ891102-0031 
"The charges were partly offset by a $2 million gain on the sale of investments of two joint ventures, he said.    ",said,offset,by ,wsj_0160.tml, WSJ891102-0031 
"The charges were partly offset by a $2 million gain on the sale of investments of two joint ventures, he said.    ",sale,offset,by ,wsj_0160.tml, WSJ891102-0031 
"The charges were partly offset by a $2 million gain on the sale of investments of two joint ventures, he said.    ",gain,said,by,wsj_0160.tml, WSJ891102-0031 
"The charges were partly offset by a $2 million gain on the sale of investments of two joint ventures, he said.    ",gain,sale,by,wsj_0160.tml, WSJ891102-0031 
"The charges were partly offset by a $2 million gain on the sale of investments of two joint ventures, he said.    ",gain,offset,by,wsj_0160.tml, WSJ891102-0031 
"The charges were partly offset by a $2 million gain on the sale of investments of two joint ventures, he said.    ",said,sale,by,wsj_0160.tml, WSJ891102-0031 
"The charges were partly offset by a $2 million gain on the sale of investments of two joint ventures, he said.    ",said,offset,by,wsj_0160.tml, WSJ891102-0031 
"The charges were partly offset by a $2 million gain on the sale of investments of two joint ventures, he said.    ",sale,offset,by,wsj_0160.tml, WSJ891102-0031 
"The Los Angeles thrift holding company said it had a loss of $92.2 million, or $6.98 a share, for the quarter ended Sept. 30. ",had,said,have,wsj_0325.tml, WSJ891101-0039 
The year-ago results  have  been restated  to comply with government regulations.    ,results,comply,have,wsj_0325.tml, WSJ891101-0039 
The year-ago results  have  been restated  to comply with government regulations.    ,results,restated,have,wsj_0325.tml, WSJ891101-0039 
The year-ago results  have  been restated  to comply with government regulations.    ,results,regulations,have,wsj_0325.tml, WSJ891101-0039 
The year-ago results  have  been restated  to comply with government regulations.    ,comply,restated,have,wsj_0325.tml, WSJ891101-0039 
The year-ago results  have  been restated  to comply with government regulations.    ,comply,regulations,have,wsj_0325.tml, WSJ891101-0039 
The year-ago results  have  been restated  to comply with government regulations.    ,restated,regulations,have,wsj_0325.tml, WSJ891101-0039 
"It includes removing $242 million in good will from the books, issuing $150 million in preferred stock and commencing an exchange offer for $52 million in convertible bonds.    ",issuing,commencing,from,wsj_0325.tml, WSJ891101-0039 
"It includes removing $242 million in good will from the books, issuing $150 million in preferred stock and commencing an exchange offer for $52 million in convertible bonds.    ",issuing,offer,from,wsj_0325.tml, WSJ891101-0039 
"It includes removing $242 million in good will from the books, issuing $150 million in preferred stock and commencing an exchange offer for $52 million in convertible bonds.    ",issuing,removing,from,wsj_0325.tml, WSJ891101-0039 
"It includes removing $242 million in good will from the books, issuing $150 million in preferred stock and commencing an exchange offer for $52 million in convertible bonds.    ",commencing,offer,from,wsj_0325.tml, WSJ891101-0039 
"It includes removing $242 million in good will from the books, issuing $150 million in preferred stock and commencing an exchange offer for $52 million in convertible bonds.    ",commencing,removing,from,wsj_0325.tml, WSJ891101-0039 
"It includes removing $242 million in good will from the books, issuing $150 million in preferred stock and commencing an exchange offer for $52 million in convertible bonds.    ",offer,removing,from,wsj_0325.tml, WSJ891101-0039 
The company said its junk-bond portfolio after these moves  had  been reduced to less than 1% of assets. ,moves,said,have,wsj_0325.tml, WSJ891101-0039 
The company said its junk-bond portfolio after these moves  had  been reduced to less than 1% of assets. ,moves,reduced,have,wsj_0325.tml, WSJ891101-0039 
The company said its junk-bond portfolio after these moves  had  been reduced to less than 1% of assets. ,said,reduced,have,wsj_0325.tml, WSJ891101-0039 
The company said its junk-bond portfolio after these moves  had  been reduced to less than 1% of assets. ,moves,said,move,wsj_0325.tml, WSJ891101-0039 
The company said its junk-bond portfolio after these moves  had  been reduced to less than 1% of assets. ,moves,reduced,move,wsj_0325.tml, WSJ891101-0039 
The company said its junk-bond portfolio after these moves  had  been reduced to less than 1% of assets. ,said,reduced,move,wsj_0325.tml, WSJ891101-0039 
"Coda Energy Inc. said it arranged a $50 million credit facility with NCNB Texas National Bank, a unit of NCNB Corp., of Charlotte, N.C.    The Dallas oil and gas concern said that $10 million of the facility would  be used  to consolidate the company's $8.1 million of existing bank debt,  to repurchase 4 million of its 4.9 million shares outstanding of Series D convertible preferred stock, and  to purchase a 10% net-profits interest in certain oil and gas properties from one of its existing lenders, National Canada Corp. The remaining $40 million can  be used over three years for oil and gas acquisitions, the company said.    ",repurchase,consolidate,from,wsj_0329.tml, WSJ891101-0035 
"Coda Energy Inc. said it arranged a $50 million credit facility with NCNB Texas National Bank, a unit of NCNB Corp., of Charlotte, N.C.    The Dallas oil and gas concern said that $10 million of the facility would  be used  to consolidate the company's $8.1 million of existing bank debt,  to repurchase 4 million of its 4.9 million shares outstanding of Series D convertible preferred stock, and  to purchase a 10% net-profits interest in certain oil and gas properties from one of its existing lenders, National Canada Corp. The remaining $40 million can  be used over three years for oil and gas acquisitions, the company said.    ",repurchase,arranged,from,wsj_0329.tml, WSJ891101-0035 
"Coda Energy Inc. said it arranged a $50 million credit facility with NCNB Texas National Bank, a unit of NCNB Corp., of Charlotte, N.C.    The Dallas oil and gas concern said that $10 million of the facility would  be used  to consolidate the company's $8.1 million of existing bank debt,  to repurchase 4 million of its 4.9 million shares outstanding of Series D convertible preferred stock, and  to purchase a 10% net-profits interest in certain oil and gas properties from one of its existing lenders, National Canada Corp. The remaining $40 million can  be used over three years for oil and gas acquisitions, the company said.    ",repurchase,purchase,from,wsj_0329.tml, WSJ891101-0035 
"Coda Energy Inc. said it arranged a $50 million credit facility with NCNB Texas National Bank, a unit of NCNB Corp., of Charlotte, N.C.    The Dallas oil and gas concern said that $10 million of the facility would  be used  to consolidate the company's $8.1 million of existing bank debt,  to repurchase 4 million of its 4.9 million shares outstanding of Series D convertible preferred stock, and  to purchase a 10% net-profits interest in certain oil and gas properties from one of its existing lenders, National Canada Corp. The remaining $40 million can  be used over three years for oil and gas acquisitions, the company said.    ",repurchase,said,from,wsj_0329.tml, WSJ891101-0035 
"Coda Energy Inc. said it arranged a $50 million credit facility with NCNB Texas National Bank, a unit of NCNB Corp., of Charlotte, N.C.    The Dallas oil and gas concern said that $10 million of the facility would  be used  to consolidate the company's $8.1 million of existing bank debt,  to repurchase 4 million of its 4.9 million shares outstanding of Series D convertible preferred stock, and  to purchase a 10% net-profits interest in certain oil and gas properties from one of its existing lenders, National Canada Corp. The remaining $40 million can  be used over three years for oil and gas acquisitions, the company said.    ",repurchase,used,from,wsj_0329.tml, WSJ891101-0035 
"Coda Energy Inc. said it arranged a $50 million credit facility with NCNB Texas National Bank, a unit of NCNB Corp., of Charlotte, N.C.    The Dallas oil and gas concern said that $10 million of the facility would  be used  to consolidate the company's $8.1 million of existing bank debt,  to repurchase 4 million of its 4.9 million shares outstanding of Series D convertible preferred stock, and  to purchase a 10% net-profits interest in certain oil and gas properties from one of its existing lenders, National Canada Corp. The remaining $40 million can  be used over three years for oil and gas acquisitions, the company said.    ",consolidate,arranged,from,wsj_0329.tml, WSJ891101-0035 
"Coda Energy Inc. said it arranged a $50 million credit facility with NCNB Texas National Bank, a unit of NCNB Corp., of Charlotte, N.C.    The Dallas oil and gas concern said that $10 million of the facility would  be used  to consolidate the company's $8.1 million of existing bank debt,  to repurchase 4 million of its 4.9 million shares outstanding of Series D convertible preferred stock, and  to purchase a 10% net-profits interest in certain oil and gas properties from one of its existing lenders, National Canada Corp. The remaining $40 million can  be used over three years for oil and gas acquisitions, the company said.    ",consolidate,purchase,from,wsj_0329.tml, WSJ891101-0035 
"Coda Energy Inc. said it arranged a $50 million credit facility with NCNB Texas National Bank, a unit of NCNB Corp., of Charlotte, N.C.    The Dallas oil and gas concern said that $10 million of the facility would  be used  to consolidate the company's $8.1 million of existing bank debt,  to repurchase 4 million of its 4.9 million shares outstanding of Series D convertible preferred stock, and  to purchase a 10% net-profits interest in certain oil and gas properties from one of its existing lenders, National Canada Corp. The remaining $40 million can  be used over three years for oil and gas acquisitions, the company said.    ",consolidate,said,from,wsj_0329.tml, WSJ891101-0035 
"Coda Energy Inc. said it arranged a $50 million credit facility with NCNB Texas National Bank, a unit of NCNB Corp., of Charlotte, N.C.    The Dallas oil and gas concern said that $10 million of the facility would  be used  to consolidate the company's $8.1 million of existing bank debt,  to repurchase 4 million of its 4.9 million shares outstanding of Series D convertible preferred stock, and  to purchase a 10% net-profits interest in certain oil and gas properties from one of its existing lenders, National Canada Corp. The remaining $40 million can  be used over three years for oil and gas acquisitions, the company said.    ",consolidate,used,from,wsj_0329.tml, WSJ891101-0035 
"Coda Energy Inc. said it arranged a $50 million credit facility with NCNB Texas National Bank, a unit of NCNB Corp., of Charlotte, N.C.    The Dallas oil and gas concern said that $10 million of the facility would  be used  to consolidate the company's $8.1 million of existing bank debt,  to repurchase 4 million of its 4.9 million shares outstanding of Series D convertible preferred stock, and  to purchase a 10% net-profits interest in certain oil and gas properties from one of its existing lenders, National Canada Corp. The remaining $40 million can  be used over three years for oil and gas acquisitions, the company said.    ",arranged,purchase,from,wsj_0329.tml, WSJ891101-0035 
"Coda Energy Inc. said it arranged a $50 million credit facility with NCNB Texas National Bank, a unit of NCNB Corp., of Charlotte, N.C.    The Dallas oil and gas concern said that $10 million of the facility would  be used  to consolidate the company's $8.1 million of existing bank debt,  to repurchase 4 million of its 4.9 million shares outstanding of Series D convertible preferred stock, and  to purchase a 10% net-profits interest in certain oil and gas properties from one of its existing lenders, National Canada Corp. The remaining $40 million can  be used over three years for oil and gas acquisitions, the company said.    ",arranged,said,from,wsj_0329.tml, WSJ891101-0035 
"Coda Energy Inc. said it arranged a $50 million credit facility with NCNB Texas National Bank, a unit of NCNB Corp., of Charlotte, N.C.    The Dallas oil and gas concern said that $10 million of the facility would  be used  to consolidate the company's $8.1 million of existing bank debt,  to repurchase 4 million of its 4.9 million shares outstanding of Series D convertible preferred stock, and  to purchase a 10% net-profits interest in certain oil and gas properties from one of its existing lenders, National Canada Corp. The remaining $40 million can  be used over three years for oil and gas acquisitions, the company said.    ",arranged,used,from,wsj_0329.tml, WSJ891101-0035 
