sentence,event1,event2,signal,Doc name,Doc ID 
get,help,let,2010.03.23.how.get.headhunted.tml,2010.03.23.how.get.headhunted,"Trade publications are a good place to start and Ispahani said letting your company's PR or marketing department know you are interested in contributing to industry journals can help get things moving."""
get,said,let,2010.03.23.how.get.headhunted.tml,2010.03.23.how.get.headhunted,"Trade publications are a good place to start and Ispahani said letting your company's PR or marketing department know you are interested in contributing to industry journals can help get things moving."""
get,start,let,2010.03.23.how.get.headhunted.tml,2010.03.23.how.get.headhunted,"Trade publications are a good place to start and Ispahani said letting your company's PR or marketing department know you are interested in contributing to industry journals can help get things moving."""
get,let,let,2010.03.23.how.get.headhunted.tml,2010.03.23.how.get.headhunted,"Trade publications are a good place to start and Ispahani said letting your company's PR or marketing department know you are interested in contributing to industry journals can help get things moving."""
know,help,let,2010.03.23.how.get.headhunted.tml,2010.03.23.how.get.headhunted,"Trade publications are a good place to start and Ispahani said letting your company's PR or marketing department know you are interested in contributing to industry journals can help get things moving."""
know,said,let,2010.03.23.how.get.headhunted.tml,2010.03.23.how.get.headhunted,"Trade publications are a good place to start and Ispahani said letting your company's PR or marketing department know you are interested in contributing to industry journals can help get things moving."""
know,start,let,2010.03.23.how.get.headhunted.tml,2010.03.23.how.get.headhunted,"Trade publications are a good place to start and Ispahani said letting your company's PR or marketing department know you are interested in contributing to industry journals can help get things moving."""
know,let,let,2010.03.23.how.get.headhunted.tml,2010.03.23.how.get.headhunted,"Trade publications are a good place to start and Ispahani said letting your company's PR or marketing department know you are interested in contributing to industry journals can help get things moving."""
help,said,let,2010.03.23.how.get.headhunted.tml,2010.03.23.how.get.headhunted,"Trade publications are a good place to start and Ispahani said letting your company's PR or marketing department know you are interested in contributing to industry journals can help get things moving."""
help,start,let,2010.03.23.how.get.headhunted.tml,2010.03.23.how.get.headhunted,"Trade publications are a good place to start and Ispahani said letting your company's PR or marketing department know you are interested in contributing to industry journals can help get things moving."""
help,let,let,2010.03.23.how.get.headhunted.tml,2010.03.23.how.get.headhunted,"Trade publications are a good place to start and Ispahani said letting your company's PR or marketing department know you are interested in contributing to industry journals can help get things moving."""
said,start,let,2010.03.23.how.get.headhunted.tml,2010.03.23.how.get.headhunted,"Trade publications are a good place to start and Ispahani said letting your company's PR or marketing department know you are interested in contributing to industry journals can help get things moving."""
said,let,let,2010.03.23.how.get.headhunted.tml,2010.03.23.how.get.headhunted,"Trade publications are a good place to start and Ispahani said letting your company's PR or marketing department know you are interested in contributing to industry journals can help get things moving."""
start,let,let,2010.03.23.how.get.headhunted.tml,2010.03.23.how.get.headhunted,"Trade publications are a good place to start and Ispahani said letting your company's PR or marketing department know you are interested in contributing to industry journals can help get things moving."""
let,written,let,2010.03.23.how.get.headhunted.tml,2010.03.23.how.get.headhunted,"If you've written an article or achieved something you think they should be aware of, let them know and ask them to make a note of it on their database."
let,make,let,2010.03.23.how.get.headhunted.tml,2010.03.23.how.get.headhunted,"If you've written an article or achieved something you think they should be aware of, let them know and ask them to make a note of it on their database."
let,know,let,2010.03.23.how.get.headhunted.tml,2010.03.23.how.get.headhunted,"If you've written an article or achieved something you think they should be aware of, let them know and ask them to make a note of it on their database."
written,make,let,2010.03.23.how.get.headhunted.tml,2010.03.23.how.get.headhunted,"If you've written an article or achieved something you think they should be aware of, let them know and ask them to make a note of it on their database."
written,know,let,2010.03.23.how.get.headhunted.tml,2010.03.23.how.get.headhunted,"If you've written an article or achieved something you think they should be aware of, let them know and ask them to make a note of it on their database."
make,know,let,2010.03.23.how.get.headhunted.tml,2010.03.23.how.get.headhunted,"If you've written an article or achieved something you think they should be aware of, let them know and ask them to make a note of it on their database."
